View,Name of Firm,Trade Name,unknown,unknown,"Address, line 1",City,State,Zip,Capabilities Narrative
2055,"Wilderness Medical Staffing, Inc.",,Noah McWilliams,,1124 W RIVERSIDE AVE STE 400,SPOKANE,WA,99201-1109,Wilderness Medical Staffing provides clinics with both locum tenens and permanent medical providers. WMS specializes in staffing clinics in rural or remote areas.
2056,Ken Schafer and Associates Inc.,,Ken D Schafer,,513 Front St Ste M,Yakima,WA,98901-2351,Mental Health Counselor
2057,NORTH PACIFIC CRANE COMPANY LLC,,JOSEPH  R JAMES,,10734 LAKE CITY WAY NE,SEATTLE,WA,98125-6760,"North Pacific Crane designs, builds, commissions, and services marine pedestal-mounted cranes for shipboard, offshore, and dockside applications. We follow the latest safety standards of ABS & API-2C and are capable of obtaining certifications accordingly."
2058,"Wagstaff, Inc. ",,Michael Niccolls,Sales Manager-Specialty Products,3910 N Flora Rd,Spokane,WA,99216-1720,"Engineering, fabrication, and machining of inconel, titanium, stainless steel, mild steel, copper, and aluminum."
2059,"Hoffman, Jennifer Ruth",,Jennifer Hoffman,,4755 NE Lamms Ln,Poulsbo,WA,98370-8818,"Adaptation/Insight provides services including facilitation, decision analysis, decision coaching, and targeted research and analysis in support of decision-making under uncertainty."
2060,BLUEWATER INDUSTRIES INC,,Justin L Gilbert,,3283 Bell Rd NE,Moses Lake,WA,98837-9550,CNC Machine Shop capable of milling and turning all materials. Industrial Gas Supplier. Industrial Supplies and Equipment Turn Key Assembly. Vibratory Tumbling. Welding and Fabrication.
2061,Clark Crane Company LLC,,Calvin D Clark,,21E Ceadarshade Ln,Shelton,WA,98584-7967,"CCC has the capability to clear and grub land in support of site operations, prepare standard slab on grade and deep foundations including driven pile from 4' to 24'. We can also provide shoring to include sheet pile and soldier pile walls. We have the equipment and knowledge to build bridges and roads, field welding. We can provide construction services in remote locations, bring in material by helicopter if necessary. The owner has over 25 years of experience in the construction and logging."
2062,ELEPHANT CHATEAU LLC,,Rangit Seneviratne,,6628 S 238th Pl Apt K110,Kent,WA,98032-2650,
2063,LKE Corp. ,L K E ,Lorraine  Kim Erion,PRESIDENT,1002 Ryan Tavelli Rd Skamania Co,Washougal,WA,98671-7552,"WOSB, DBE, WBE,EDWOSB. General Contractor 20 yrs.Our passion wetland,stream habitat,remediation, planting,erosion control,dewater,trail,levee, dam/dike,culvert,riprap ,gabion,recreation,landscape,soil prep,mow,dredge,design-build,marine,diving, mechanical"
2064,"COMMERCIAL AIRCRAFT INTERIORS, L.L.C.",,Michael  E Crawford,,19405 68TH DR NE STE A,ARLINGTON,WA,98223-6741,"Commercial Aircraft Interiors is a small veteran owned business primarily experienced in the manufacture, repair, engineering, modification, overhaul, removal and installation of aircraft interior assemblies, parts and components. We provide machining, and finish services to include anodize, chemical conversion (alodine), prime and paint. We manufacture and repair current carrying wire harnesses for all aviation requirements."
2065,"Liggett, Philip",Competent Computers & Peripherals,PHILIP A LIGGETT,Owner,1964 NW Siren Way,Bremerton,WA,98311-9396,"Barebones Systems,Custom Computers,Patch Cables,Hubs/Switchs/Routers,UPS/Power Protection,Network Cards, Software,Laptops,Batters,Security Equipment,Cameras,Video Monitoring,Security Locks, Camera Cables"
2066,"M & M Excavating, LLC ",,Colby Masden,,1770 BZ Glenwood Hwy,Glenwood,WA,98619-9050,"We are able to do basically anything in construction, or logging"
2067,DAVIDSON'S DIESEL AND AUTOMOTIVE SERVICE,,BRANDON Davidson,,6032 SPRING VALLEY RD,NEWPORT,WA,99156-9614,
2068,American Artificial Limb Co Inc,,DONN  OSHIRO,,650 S ORCAS ST STE 100,SEATTLE,WA,98108-2654,Knee Ankle Foot Orthoses (KAFO)
2069,BITBYTE INC,,Kristopher Pockell,,11511 E Valleyway Ave,Spokane Valley,WA,99206-5127,"Custom desktop, web, and mobile phone software development."
2070,"Groat Bros, Inc. ",Richfield Wood Waste ,NETTA  E. Groat,PRESIDENT,608 W Scott Ave,Woodland,WA,98674-9512,"Groat Brothers provides various trucking and hauling means for biowaste materials, lumber, equipment, rock, demolition wastes and also provides excacation, grading, demolition, utility trenching and associated construction. We also provide snow removal."
2071,Jamesco Pro Inc.,Jamesco Pro,thomas farrish,,295-135 Old Barn Rd,Randle,WA,98377-0000,"James Co Pro Inc is a General Civil/ Structural Contractor that specializes in Government projects IE, work concrete/steel bridges,marine docks,multi-plate culverts,retaining walls,riprap rock,sewer,storm grading, excavation and new commercial building and remodels and, design build."
2072,"Nor E First Response, Inc. ",,Greg Vassallo,VP,1975 Midway Ln Ste J,Bellingham,WA,98226-7151,"Nor E First Response, Inc., established in 1998, designs and manufacturers trailer based Decontamination Systems (CBRN or Hazmat). Nor E engineers and manufactures technically correct Decontamination Trailers. Nor E offers products that not only meet ‘mass casualty’ decontamination requirements, but also day to day demands of hazmat teams and command/control. These are trusted and truly multi-functional tools of the trade."
2073,"NORTHEND TECH, LLC",,Stefanie Clay,,12433 Admiralty Way R106,EVERETT,WA,98204-8061,"Northend Tech is a woman owned small business that provides advertising, branding, SEO, content management and web development consulting services throughout the United States. We create visual solutions and strategies that make your marketing more aggressive, more noticeable, and more effective through every medium - print, digital, web, and social media. Our expertise has been utilized by small businesses, large businesses, and state government offices. Contact us to learn more about our federal contracting abilities."
2074,"Mobile Electrical Distributors, Inc.",,COLLEEN  HALLETT,PRESIDENT,14050 Lake City Way NE,Seattle,WA,98125-3618,"ELECTRICAL WHOLESALER SPECIALIZING IN HARD TO FIND ITEMS. 62 YEARS IN BUSINESS. KNOWLEDGEABLE, EXPERIENCED STAFF Providing electrical supplies for new construction, maintenance & repair, remodel and resale."
2075,"Sea Technology Construction, INC",STCC,Jose  Zamalloa,,309 S Cloverdale St Ste E 15,Seattle,WA,98108-4582,"Design, installation, maintenance & repair of marine electrical & electronic systems; marine and commercial metal fabrication; pipefitting"
2076,"Pacific Geomatic Services, Inc.",,Ron G. Hilliard,President,12201 CYRUS WAY STE 105,MUKILTEO,WA,98275-5735,Land Surveying and Mapping specializing in design mapping for infrastructure projects.
2077,"Cascade Fiber Services, Inc.",,David Pennington,,729 Vandercook Way Ste 280,Longview,WA,98632-4065,We are a privately-owned telecommunications business with over 35 years of experience. Cascade Fiber Services has a broad understanding of technology and business to provide our comprehensive solutions to our clients through customized services.
2078,"Winkle, Deborah J ",Always Quality Cleaning ,Deborah Winkle,,2461 Ellensburg Ranches Rd,Ellensburg,WA,98926-8898,"Six years experience in commercial and residential cleaning & janitorial service. Interior window washing, floor waxing, and all other services as needed."
2079,TEAM CORPORATION,,DEBBIE  Eaton,SALES ADMINISTRATION,11591 WATERTANK RD,BURLINGTON,WA,98233-3626,VIBRATION TEST EQUIPMENT.
2080,"iVirtuAssist, LLC",,Charlette Glover-Beardsley,,910 Summit St,Aberdeen,WA,98520-2969,"iVirtuAssist specializes in virtual secretarial support, corporate travel support, dispatching and call center support, desktop publishing, web design, and other services that can be customized to meet our client’s outsourcing needs."
2081,CARAVEL MARKETING INC,,Teri K Bellamy,,15673 POINT MONROE DR NE,BAINBRIDGE ISLAND,WA,98110-4190,"Caravel Marketing is a national consulting firm specializing in sponsorship planning and sales. We develop and execute plans to increase revenue and build meaningful partnerships for entertainment venues, community festivals, park districts, state fairs, and sporting events. We offer a unique combination of experience selling sponsorships, securing media partners, producing relevant and entertaining events, and effectively leading teams. Caravel has partnered with many iconic properties and brands to develop plans and generate revenue from local entertainment venues to international sports leagues. We serve as advisors and facilitators in the areas of sponsorship, revenue development, marketing, social and digital media."
2082,"Haas II, Eugene C",RED WHITE & BLUE SNOW PLOWING,Eugene C Haas II,,11 N PINE CONE LN,MEDICAL LAKE,WA,99022-8789,"Provide snow plowing, Ice control, and Snow removal"
2083,Sigma Operational Services LLC,,COREY R White,,16808 NE 11th ST,Vancouver,WA,98684-6403,Sigma Operational Services is a commercial/industrial construction company that provides program and project administration services.
2084,TATIANA DESIGNS INC,,Tatiana Proctor,,27630 236TH COURT SE,MAPLE VALLEY,WA,98038-2040,"Tatiana Designs, Inc. provides strategic consulting technology services, user friendly webdesign and managed services to commercial, not for profit and government organizations. Our Consulting can mobilize the right people, skills and technologies to help organizations improve their performance."
2085,StratLynx Inc.,StratLynx,Ruth A Christopherson,,11466 Seabeck Hwy NW,Seabeck,WA,98380-9717,"WOSB, EDWOSB, VOSB, specializing in improving business operations for the Department of Defense. Over 28 years experience as Navy Supply Corps Officer with experience at all levels of operational supply support and strategic management."
2086,BCE Engineers Inc ,,"CHUCK  A. HEATON, P.E.",Vice President,6021 12th St E Ste 200,Fife,WA,98424-1376,Mechanical Electrical Systems/Fire Protection Engineering/Low Voltage Systems
2087,MARINA PEIRANO LLC,Peirano Consulting,Marina F Peirano,,109 John St Apt 208,Seattle,WA,98109-4919,Digital creative firm that helps clients create and launch new products and services.
2088,Q KING TRUCKING & CONSTRUCTION INC,,Quedessa King,Owner,473 PETERS RD,RANDLE,WA,98377-9603,"Clearing, grubbing, tree removal, excavation, hauling"
2089,"Solomon Park Research Laboratories, Inc.",,Wayne M Kerr,,658 S 152ND ST,BURIEN,WA,98148-1111,"Since 1984, Solomon Park has been supplying laboratories across the globe with the highest quality frozen serum and frozen plasma products. Serum and plasma is shipped fresh or frozen and is obtained from donors with known analyte values. Our products are often used to establish quality controls and to develop standards and proficiency testing materials by outside laboratories."
2090,DATAWORKS DEVELOPMENT INC,,Nicole Codd,Account Manager,6608 216TH ST SW STE 100,MOUNTLAKE TERRACE,WA,98043-2084,Provide sample management and freezer inventory software for laboratories.
2091,"AMERICAN CORPORATE SECURITY-ACS, INC",,JOHN LOLOS,,12727 RENTON AVE. SOUTH,SEATTLE,WA,98178-3711,SECURITY GUARD
2092,Horizon Trading and Investments LLC,,JARJU BAKARY,,3717 196th St SW Ste 206,Lynnwood,WA,98036-5748,"We provide services in logistics, trucking, freight forwarding, air freight, supplies of industrial goods, supplies of lumber and timber, electrical supplies, construction, and durable medical equipment supplies."
2093,Lally Consulting LLC,,John Lally,,2811 Fairview Ave E 1004,Seattle,WA,98102-3166,"Lally Consulting LLC is an independent engineering and environmental consulting firm that specializes in the design and construction of dredging, sediment remediation, and coastal engineering projects. The firm provides services including data collection, scientific investigations, strategy development, numerical modeling, engineering design, plans, specifications, production and cost estimates, procurement support, technology selection and development, and construction oversight, management, and optimization."
