View,Name of Firm,Trade Name,unknown,unknown,"Address, line 1",City,State,Zip,Capabilities Narrative
375,"iVirtuAssist, LLC",,Charlette Glover-Beardsley,,910 Summit St,Aberdeen,WA,98520-2969,"iVirtuAssist specializes in virtual secretarial support, corporate travel support, dispatching and call center support, desktop publishing, web design, and other services that can be customized to meet our client’s outsourcing needs."
376,SEATTLE CONTAINER TRANSPORTATION INC,,Barry C Harmon II,,7202 Perry Ave SE,Auburn,WA,98092-7714,"Custom Transportation, Heavy Transportation, Container Transportation, Modification of Containers, ISO Containers, Shipping Containers, Refrigerated Containers"
377,NORTHSOUND UTILITY AND CONSTRUCTION INC,,Harmony Jelinek,,7920 THOMLE ROAD,STANWOOD,WA,98292-9339,"Woman owned small business serving the State of Washington, performing trenching, underground utilities construction services and auger boring."
378,"ANACORTES PROSTHETICS & ORTHOTICS, LLC ",,Sarah Chase,,2801 Commercial Ave Ste 5,Anacortes,WA,98221-2700,"Orthotics, Prosthetics, Prosthetic Limbs"
379,"BAKER UNDERGROUND AND CONSTRUCTION, L.L.C.",,TANYA M. BAKER,,6838 GALLAGHER COVE RD OLYMPIA,OLYMPIA,WA,98502-0000,"ALL ASPECTS OF SITE PREP INCLUDING CLEARING, GRUBBING, GRADING, EXCAVATION, WATER, SEWER, STORM SYSTEMS, SEPTIC SYSTEMS, FOUNDATION PREP, DOWNSPOUTS AND FOOTING DRAINS. LEVEL U FIRE LINE INSTALLATION."
380,REV LLC,,R.J.  Naugle,,10011 Bridgeport Way SW Ste 1500,Lakewood,WA,98499-2332,"REV Consulting is a proven team of experienced technologists, consultants, solution architects, developers, and thought leaders that are committed to driving purposeful work across sectors and agency. REV is a full-service technology consulting firm with over a decade of high-tech experience: Veteran Owned and Operated since 2011 developing high-impact products and services. Contact us today for your technology and business solution needs."
381,INFINIUM ENGINEERING AND CONSULTING INC,,Stephanie Ketcham,,5600 Primrose Court,Moxee,WA,98936-9740,"Electrical engineering and control systems design and integration. Power, Lighting and Low Voltage Systems Design both commercial and industrial. PLC and HMI programming, commissioning and trouble-shooting."
382,"DALEY, CHRISTINE LEE",,Christine Lee Daley,,1035 LEHIGH HILL RD,METALINE FALLS,WA,99153-5110,"I am a Janitorial business, locally owned and operated for 20 years. I have currently held the US Forest Service janitorial contract for Sullivan Lake Ranger Station for 10 years. I specialize in detailed work and pride myself on customer service."
383,DATAWORKS DEVELOPMENT INC,,Nicole Codd,Account Manager,6608 216TH ST SW STE 100,MOUNTLAKE TERRACE,WA,98043-2084,Provide sample management and freezer inventory software for laboratories.
384,"One & Done, Inc",,Michelle Wieman,,106 Goldenrod St,Port Orchard,WA,98366-1939,
385,509 ENTERPRISES INCORPORATED,,Laureen G Contreras,,850 Rocky Ford Road,Toppenish,WA,98948-9644,"family owned professional services meeting year-round supply and demand needs for fresh fruit and metal/plastic, plumbing/heating equipment and other construction materials."
386,BAVARIAN MEAT PRODUCTS INC,,LYNN Hofstatter,,2934 WESTERN AVE,SEATTLE,WA,98121-1021,
387,"Wagaman, Kortne N ",,Kortne Wagaman,,13310 W Whitetip Ave,Airway Heights,WA,99001-5073,"Religious education programs with over 8 years of experience, and also coordinated vacation bible school programs."
388,"Lumenomics, Inc.",,Martha S Hoffer,,500 Mercer St Level C2,Seattle,WA,98109-4654,"lumenomics is a full service provider for entities looking to upgrade their legacy lighting with innovative, natural, lighting alternatives. Our scope of work includes daylighting solutions from beginning to end, from ﬁnancial assessment to physical installation. These solutions substantially reduce the cost for electricity for lighting, in some cases the electric costs are eliminated entirely while providing better quality light. The solutions include renewable energy daylighting, color tuning light ﬁxtures, hybrid daylight (skylight) ﬁxtures, solar window roller shades, solar ray-tracing interior and exterior blinds, and integrative lighting controls for existing buildings and new construction."
389,"ORCA DESIGN GROUP, LLC",,Jill Neumeister,,3417 Harborview Drive 101A,Gig Harbor,WA,98332-2137,"Native American Owned. Woman Owned. Web design, branding & marketing firm. Branding services: graphic design, logos, identity, brand guidelines, illustration and messaging guides. Digital marketing services: web design & development, email marketing, infographics, PowerPoint presentations, videos, web banners, websites, microsites, landing pages, social media strategy and content, SEO, pay per click and managed marketing services. Print services: brochures, training materials one-sheets, flyers, direct mail, postcards, catalogs, print ads, print management, and press checks. Event support: promotional branded materials, trade show booths, wayfinding, signage, banners, environmental graphics, packaging, photoshoots, vehicle wraps, and illustration."
390,"PRR, Inc.",,BJ Foster,,1501 4th Ave Ste 550,Seattle,WA,98101-3234,"With offices in Seattle and Washington DC, our award-winning staff has directed thousands of marketing, media and community relations, graphic design, web development, research and public policy programs. For more information visit our website at https://www.prrbiz.com/"
391,"Charter Controls, Inc. ",,Randy Ayala,,1705 NE 64TH AVE STE B,VANCOUVER,WA,98661-6989,"Our services are innovative design, engineering, manufacturing and consulting for custom control solutions and systems integration. Our focus is the energy and resource sector, but we provide services across many industries."
392,"Stasio Construction, LLC",,Maria Stasio,,310 Forest Park Rd,Woodland,WA,98674-7204,Stasio's Construction LLC is a construction company specializing in remodel and renovation of commercial and historic buildings.
393,ARTEMIS BIOMEDICAL COMMUNICATIONS LLC,,ALLISON KRUG,,9632 NE DAY RD,BAINBRIDGE ISLAND,WA,98110-3303,"Professional biomedical communications consultancy specializing in manuscripts, grants, books, technical communications and scientific education."
394,"Linda Werner & Associates, Inc.",,NICOLE  P. Fortier,,308 N 80TH ST,Seattle,WA,98103-4212,"Linda Werner & Associates is dedicated to creating innovative content development solutions. By hiring smart, inquisitive workers who specialize in both complex and basic content development, we gain a deep, hands-on understanding of you and your project. We use individual resources, assemble project teams, or lead discovery sessions to determine your content needs. We serve various industries, including software, hardware, retail, financial, telecommunications, and others, while providing and managing technical and non technical writing projects and temporary and permanent staffing."
395,Goodwinds LLC,,Amelia M Cook,,1829 RAILROAD AVE,MOUNT VERNON,WA,98273-4959,"Goodwinds Composites is a manufacturer of composite rods and tubes, including pultruded carbon rods, pultruded carbon tubes, pultruded fiberglass rods, filament-wound epoxy tubing (fiberglass tubes), and wrapped carbon tubes. We custom-cut composites to tight tolerances and perform a variety of secondary processes, including center-less grinding/sanding, drilling, milling, champfering, and more. Wrapped carbon tubes can be built to purchaser's specifications. No minimum orders."
396,"Kathcart Open Systems And Consulting, Inc.",Dimension Systems,Bob Cartwright,,16000 BOTHELL EVERETT HWY STE 1001,MILL CREEK,WA,98012-1595,For over 25 years Dimension Systems has provided innovative software application development to over 300 customers across North America. We are proud to be a leading Value-Added Reseller of the World’s best technologies. For more information please call: (425)402-0258 or visit: https://www.dimension-systems.com/
397,"First Pharma Associates, L.L.C.",Riverpoint Pharmacy,Catherine Hudek,,1802 N MONROE ST,SPOKANE,WA,99205-4528,Pharmacies and Drug Stores
398,"Christman, Julia Anne",Verde Energy,JULIA CHRISTMAN,,4408 51st Ave SW,Seattle,WA,98116-4029,VERDE ENERGY IS A NATIONAL PROVIDER OF COMPETITIVELY-PRICED ENERGY PRODUCTS AND SERVICES. WE SPECIALIZE IN DISTRIBUTING REFINED AND ALTERNATIVE PETROLEUM PRODUCTS AND LUBRICANTS.
399,J. KEISER & ASSOCIATES LLC ,JKA ,Janette Keiser,,15715 Virginia Point Rd NE,Poulsbo,WA,98370-8037,"Lean Consulting, Organizational Leadership Training, Train-the-Trainer, Lean Construction Principals, Contract Law"
400,PINNACLE INVESTIGATIONS CORP.,,Shane Sawyer,President,920 N ARGONNE RD STE 200,SPOKANE VALLEY,WA,99212-2796,"We offer pre-employment invest., credit checks, social security verif., security eval.,criminal rec. searches, discrim./harassment train. and invest,surveillance,worker's comp. invest., property searches,license verif.,legal process service"
401,Northern Equipment Rentals LLC,Northern Equipment Rental & Supply,Kerry A Start,,22195 VIKING AVE NW BLDG A,POULSBO,WA,98370-4901,Rent lease commercial/residential construction equipment and tools
402,"Pacific Northwest Glass & Mirror, LLC",,Marleen S.  Zytniowski,,14413 NE 10th Ave Ste A107,Vancouver,WA,98685-1718,Glass & Glazing
403,GANYMEDE GROUP INCORPORATED,,Randall B Ryan,,368 Merry Ln,Burbank,WA,99323-9624,Electrical engineering including instruments and controls.
404,"WORLDAWAKE, INC.",,JENNIFER  CAMPBELL,,1573 NW 6TH AVE,OAK HARBOR,WA,98277-9299,"worldAWAKE, Inc. provides tailored, comprehensive leadership development solutions rooted in best-in-class executive coaching and solid needs-based application. We specialize in Executive Coaching, Team Performance, Partnering and Facilitation Services."
405,"RELIANCE FIRE PROTECTION, INC.",,NANCY  HAMMOND,,8168 304TH AVE SE,PRESTON,WA,98050-0000,Fire suppression design & installation
406,"Planled, Inc.",,Robert Shin,,1800 S 341st Pl,Federal Way,WA,98003-6859,
407,"Washington, Annette",AG WASHINGTON WEB,Annette Washington,,108 Factory Ave N Ste 3D,Renton,WA,98057-5579,"Ag Washington Web is a woman-owned and veteran owned digital marketing agency. We provide a variety of online services, education, and training that help our clients brand and market their business across the Internet. A sample list of services include website design • website development • website maintenance and support services •graphic design services • display advertising • CRM setup and maintenance • email marketing • reputation marketing • marketing automation • consultation services •video marketing services • interactive video. We are an independent agency with a big statement in the services that we offer. We know that our clients depend on us to give them the online presence that gives them the exposure they need and the advantage over their competitors. We are responsive and provide our clients with a consultative approach to ensure that we are in line with their expectations so that we can provide the results that fit our clients goals and objectives."
